,artist,danceability,valence,tempo,liveness,song,popularity,speechiness,mood,loudness,duration_ms,energy,release_date,acousticness,mode,instrumentalness,key,year,artist_genre,artist_popularity,artist_followers,hit,words_count,words_average_size,1st_word,1st_occurence,1st_word_percentage,2nd_word,2nd_occurence,2nd_word_percentage,3rd_word,3rd_occurence,3rd_word_percentage,4th_word,4th_occurence,4th_word_percentage,5th_word,5th_occurence,5th_word_percentage,longest_word,longest_word_length,unique_word_percentage,Explicitness
2593,A$AP Rocky,0.798,0.304,135.959,0.219,Fukk Sleep (feat. FKA twigs),72.0,0.36,Energetic,-9.305,192973.0,0.412,5/25/2018,0.443,1.0,7.43e-05,2.0,2018.0,rap,85.0,16167194.0,1,271,4.2,Not Found,0,0.0,Not Found,0,0.0,Not Found,0,0.0,Not Found,0,0.0,Not Found,0,0.0,xxxtentacion,12,64.57564575645756,0
2594,Lonely God,0.466,0.782,175.797,0.332,Marlboro Nights,72.0,0.311,Energetic,-6.635,68523.0,0.823,6/28/2018,0.00237,1.0,0.000321,2.0,2018.0,,54.0,122589.0,1,285,4.447368421052632,boom,13,4.56140350877193,woowoo,12,4.2105263157894735,want,9,3.1578947368421053,know,8,2.807017543859649,when,8,2.807017543859649,boombababoom,12,17.894736842105264,0
2595,J. Cole,0.829,0.475,116.079,0.631,Kevin’s Heart,72.0,0.367,Energetic,-6.644,200310.0,0.527,4/20/2018,0.482,0.0,0.0,6.0,2018.0,rap,86.0,25928009.0,1,413,4.3,what,12,2.905569007263922,am,12,2.905569007263922,i,12,2.905569007263922,ahooh,8,1.937046004842615,know,7,1.694915254237288,apartment,9,14.527845036319611,0
2596,BTS,0.707,0.678,106.985,0.102,Trivia 轉 : Seesaw,72.0,0.035,Happy,-4.481,246334.0,0.791,8/24/2018,0.181,0.0,0.0,5.0,2018.0,k-pop,87.0,78257250.0,1,388,4.564516129032258,me,19,4.896907216494846,so,18,4.639175257731959,never,14,3.608247422680413,but,12,3.0927835051546397,teeth,9,2.31958762886598,butterflies,11,6.443298969072165,0
2597,Lauv,0.426,0.528,76.309,0.394,Paris in the Rain,72.0,0.0524,Sad,-9.419,204712.0,0.408,5/31/2018,0.771,1.0,7.88e-06,3.0,2018.0,,76.0,6567184.0,1,482,4.388888888888889,that,13,2.6970954356846475,ill,12,2.489626556016597,see,12,2.489626556016597,out,11,2.282157676348548,me,10,2.074688796680498,outnumbered,11,15.560165975103734,0
2598,Cheriimoya,0.618,0.255,143.296,0.12,"Living Life, In The Night",72.0,0.0504,Sad,-9.972,122517.0,0.496,10/14/2018,0.83,0.0,0.0,0.0,2018.0,,54.0,49292.0,1,364,4.019607843137255,get,8,2.197802197802198,say,7,1.9230769230769231,that,7,1.9230769230769231,me,6,1.6483516483516485,wanna,6,1.6483516483516485,satisfaction,12,26.37362637362637,0
2599,Bea Miller,0.722,0.724,94.997,0.179,S.L.U.T.,72.0,0.0792,Energetic,-4.378,179147.0,0.773,2/23/2018,0.0598,0.0,0.0,5.0,2018.0,,66.0,3102948.0,1,570,3.590909090909091,feat,17,2.982456140350877,me,6,1.0526315789473684,go,5,0.8771929824561403,lil,4,0.7017543859649122,when,4,0.7017543859649122,ilovemakonnen,13,60.526315789473685,0
2600,6ix9ine,0.635,0.286,102.063,0.125,BEBE,72.0,0.109,Energetic,-3.559,217822.0,0.902,11/27/2018,0.172,1.0,0.0,0.0,2018.0,,71.0,6897044.0,1,542,3.76,feat,10,1.845018450184502,me,7,1.2915129151291511,with,4,0.7380073800738007,Not Found,0,0.0,Not Found,0,0.0,situationship,13,59.40959409594096,0
2601,Johnny Orlando,0.735,0.395,93.016,0.125,What If (I Told You I Like You),72.0,0.14,Energetic,-5.047,219187.0,0.584,5/18/2018,0.189,1.0,0.0,1.0,2018.0,,55.0,872825.0,1,338,4.489795918367347,keep,16,4.733727810650888,you,9,2.662721893491124,know,7,2.0710059171597632,missing,7,2.0710059171597632,i,5,1.4792899408284024,reminiscing,11,23.66863905325444,0
2602,Ava Max,0.745,0.35,120.063,0.0335,Not Your Barbie Girl,72.0,0.0506,Energetic,-4.138,186520.0,0.642,8/13/2018,0.103,0.0,0.0,6.0,2018.0,,80.0,7396647.0,1,415,4.26,let,24,5.783132530120482,dont,21,5.0602409638554215,break,18,4.337349397590361,heart,15,3.614457831325301,when,13,3.132530120481928,something,9,9.63855421686747,0
2603,The Weeknd,0.735,0.188,100.584,0.111,Pray For Me (with Kendrick Lamar),72.0,0.093,Energetic,-4.979,211440.0,0.677,2/9/2018,0.0762,1.0,2.17e-05,2.0,2018.0,,97.0,101723619.0,1,531,4.041666666666667,me,5,0.9416195856873822,feat,5,0.9416195856873822,Not Found,0,0.0,Not Found,0,0.0,Not Found,0,0.0,chainsmokers,12,59.133709981167605,0
2604,BTS,0.57,0.169,113.007,0.127,The Truth Untold,72.0,0.0422,Sad,-7.561,242293.0,0.422,5/18/2018,0.372,0.0,0.0,1.0,2018.0,k-pop,87.0,78257250.0,1,522,4.241379310344827,feat,12,2.2988505747126435,me,6,1.1494252873563218,with,4,0.7662835249042146,Not Found,0,0.0,Not Found,0,0.0,bachelorette,12,57.8544061302682,0
2605,Lil Wayne,0.443,0.156,79.365,0.247,Scared of the Dark (feat. XXXTENTACION),72.0,0.0718,Energetic,-6.717,233000.0,0.623,12/14/2018,0.0468,0.0,0.0,0.0,2018.0,rap,88.0,16572638.0,1,435,3.9583333333333335,is,15,3.4482758620689653,know,15,3.4482758620689653,that,15,3.4482758620689653,easier,14,3.218390804597701,dont,12,2.7586206896551726,dadadadumdadadada,17,9.42528735632184,1
2606,Drake,0.822,0.138,102.998,0.11,Don’t Matter To Me (with Michael Jackson),72.0,0.0575,Sad,-12.391,245787.0,0.318,6/29/2018,0.493,1.0,0.0128,10.0,2018.0,rap,97.0,97003367.0,1,562,4.464285714285714,feat,11,1.9572953736654803,me,10,1.7793594306049825,love,6,1.0676156583629892,Not Found,0,0.0,Not Found,0,0.0,trossthegiant,13,58.54092526690391,0
2607,Post Malone,0.599,0.285,151.974,0.0969,Rich & Sad,72.0,0.0665,Energetic,-4.998,206453.0,0.571,4/27/2018,0.198,1.0,0.0,2.0,2018.0,,89.0,46691170.0,1,325,4.823529411764706,feat,12,3.692307692307693,justin,4,1.2307692307692308,Not Found,0,0.0,Not Found,0,0.0,Not Found,0,0.0,onerepublic,11,72.3076923076923,0
2608,Bad Bunny,0.651,0.248,160.007,0.0961,Caro,72.0,0.299,Sad,-7.739,229456.0,0.575,12/23/2018,0.627,1.0,0.000202,0.0,2018.0,reggaeton,100.0,92541142.0,1,611,4.373333333333333,ill,29,4.746317512274959,wait,20,3.2733224222585924,through,18,2.9459901800327333,phases,15,2.454991816693944,oh,10,1.6366612111292962,softspoken,10,18.657937806873974,0
2609,Cardi B,0.908,0.109,138.015,0.383,Bartier Cardi (feat. 21 Savage),72.0,0.181,Energetic,-7.955,224285.0,0.524,4/6/2018,0.00111,1.0,0.000678,1.0,2018.0,,80.0,25153417.0,1,303,4.866666666666666,insomnia,8,2.64026402640264,got,8,2.64026402640264,wish,6,1.98019801980198,cause,5,1.6501650165016502,cant,5,1.6501650165016502,insomnia,8,13.2013201320132,0
2610,Red Velvet,0.714,0.814,149.985,0.0553,Bad Boy,72.0,0.0457,Happy,-3.801,210818.0,0.736,1/29/2018,0.191,1.0,0.0,2.0,2018.0,k-pop,70.0,9450080.0,1,317,4.038461538461538,no,12,3.785488958990536,that,10,3.154574132492113,compares,10,3.154574132492113,one,9,2.8391167192429023,do,7,2.2082018927444795,compares,8,11.987381703470032,0
2611,Kodaline,0.519,0.21,120.103,0.121,Brother,72.0,0.0482,Sad,-5.909,203187.0,0.625,9/28/2018,0.349,1.0,0.0,10.0,2018.0,,67.0,3132679.0,1,275,4.358490566037736,been,9,3.272727272727273,get,9,3.272727272727273,know,7,2.5454545454545454,cant,7,2.5454545454545454,over,7,2.5454545454545454,everything,10,6.181818181818182,0
2612,Martin Garrix,0.506,0.221,139.912,0.0891,Ocean (feat. Khalid),72.0,0.0412,Sad,-7.265,216420.0,0.693,6/15/2018,0.584,0.0,9.58e-05,0.0,2018.0,edm,76.0,15169916.0,1,425,4.1020408163265305,if,19,4.470588235294118,now,19,4.470588235294118,wanna,17,4.0,me,17,4.0,we,15,3.5294117647058822,something,9,8.941176470588236,0
2613,The Chainsmokers,0.663,0.454,89.996,0.12,Sick Boy,72.0,0.0531,Happy,-7.518,193200.0,0.577,12/14/2018,0.109,0.0,0.0,11.0,2018.0,,82.0,20924055.0,1,356,4.162790697674419,will,24,6.741573033707865,one,19,5.337078651685394,day,17,4.775280898876405,me,15,4.213483146067416,say,15,4.213483146067416,believing,9,10.674157303370787,0
2614,Los Auténticos Decadentes,0.587,0.789,116.499,0.68,Loco (Tu Forma de Ser) [Ft. Rubén Albarrán] - MTV Unplugged,72.0,0.0357,Energetic,-8.065,249307.0,0.639,10/5/2018,0.395,1.0,0.0,7.0,2018.0,argentine rock,66.0,2330801.0,1,440,4.588235294117647,youre,13,2.9545454545454546,bad,12,2.727272727272727,health,12,2.727272727272727,should,10,2.272727272727273,its,8,1.818181818181818,cigarettes,10,13.636363636363637,1
2615,Sebastian Yatra,0.775,0.674,91.0,0.155,Traicionera,72.0,0.0465,Happy,-4.985,229387.0,0.679,5/18/2018,0.147,1.0,0.0,11.0,2018.0,colombian pop,80.0,23740911.0,1,238,4.1875,never,21,8.823529411764707,rain,10,4.201680672268908,rain,9,3.7815126050420167,youve,8,3.361344537815126,but,7,2.9411764705882355,coasting,8,11.764705882352942,0
2616,Noisestorm,0.768,0.245,124.996,0.0833,Crab Rave,72.0,0.0385,Happy,-2.95,161280.0,0.933,4/1/2018,0.206,0.0,0.915,2.0,2018.0,dubstep,50.0,177114.0,1,498,3.652173913043478,run,37,7.429718875502008,johnny,33,6.626506024096385,away,16,3.21285140562249,now,14,2.8112449799196786,now,14,2.8112449799196786,everybody,9,23.895582329317268,0
2617,BTS,0.636,0.759,149.932,0.0728,Love Maze,72.0,0.0617,Energetic,-4.652,221529.0,0.876,5/18/2018,0.0487,1.0,0.0,9.0,2018.0,k-pop,87.0,78257250.0,1,539,3.727272727272727,feat,15,2.782931354359926,me,5,0.927643784786642,like,4,0.7421150278293135,Not Found,0,0.0,Not Found,0,0.0,beabadoobee,11,61.59554730983302,0
2618,XXXTENTACION,0.78,0.374,143.983,0.174,BAD!,72.0,0.0671,Energetic,-3.4,94246.0,0.492,12/7/2018,0.0643,0.0,0.0313,5.0,2018.0,emo rap,87.0,49432520.0,1,385,4.037735849056604,ready,39,10.12987012987013,for,27,7.012987012987013,me,20,5.194805194805195,youre,16,4.155844155844156,until,9,2.3376623376623376,understand,10,16.363636363636363,0
2619,BTS,0.856,0.759,136.082,0.0857,Go Go,72.0,0.0841,Happy,-5.308,235780.0,0.617,8/24/2018,0.171,0.0,0.0,10.0,2018.0,k-pop,87.0,78257250.0,1,216,4.478260869565218,so,13,6.018518518518518,dont,7,3.240740740740741,cause,7,3.240740740740741,care,5,2.314814814814815,anyone,5,2.314814814814815,everyones,9,30.55555555555556,0
2620,Cosculluela,0.878,0.751,88.029,0.151,Madura (feat. Bad Bunny),72.0,0.202,Happy,-7.639,190909.0,0.555,4/13/2018,0.138,0.0,1.34e-06,1.0,2018.0,reggaeton,76.0,6554833.0,1,473,4.2105263157894735,wont,12,2.536997885835095,find,12,2.536997885835095,when,10,2.1141649048625792,or,8,1.6913319238900637,at,8,1.6913319238900637,searching,9,11.839323467230445,0
2621,Queen,0.39,0.246,144.031,0.207,Bohemian Rhapsody,72.0,0.0513,Sad,-9.963,354947.0,0.397,10/19/2018,0.287,0.0,0.0,0.0,2018.0,classic rock,84.0,53298429.0,1,370,4.0,baby,12,3.2432432432432434,me,11,2.972972972972973,torn,11,2.972972972972973,cant,11,2.972972972972973,oh,9,2.4324324324324325,contagious,10,11.35135135135135,0
2622,The Weeknd,0.456,0.107,92.026,0.129,Try Me,72.0,0.064,Sad,-5.778,221107.0,0.679,3/30/2018,0.596,0.0,0.000573,8.0,2018.0,,97.0,101723619.0,1,315,4.428571428571429,all,15,4.761904761904762,out,12,3.809523809523809,ohohohohoh,12,3.809523809523809,want,10,3.1746031746031744,not,9,2.857142857142857,ohohohohoh,10,7.936507936507937,0
2623,Unknown Mortal Orchestra,0.956,0.568,119.994,0.314,Hunnybee,72.0,0.0773,Sad,-7.963,268333.0,0.373,4/6/2018,0.569,1.0,0.394,6.0,2018.0,psychedelic pop,59.0,880043.0,1,331,4.461538461538462,so,30,9.06344410876133,that,18,5.438066465256798,its,18,5.438066465256798,me,17,5.13595166163142,do,16,4.833836858006042,beautiful,9,5.13595166163142,0
2624,The Longest Johns,0.821,0.822,96.563,0.225,Wellerman,72.0,0.271,Happy,-7.378,138507.0,0.44,6/7/2018,0.696,1.0,0.0,3.0,2018.0,sea shanties,56.0,248420.0,1,358,4.2727272727272725,heart,24,6.70391061452514,yeah,22,6.145251396648045,takeaway,16,4.46927374301676,yeahyeah,16,4.46927374301676,you,12,3.35195530726257,takeaway,8,8.379888268156424,0
2625,Tiësto,0.886,0.203,123.035,0.329,BOOM,72.0,0.0502,Energetic,-3.386,179512.0,0.84,1/26/2018,0.0164,1.0,0.00622,2.0,2018.0,edm,82.0,7761267.0,1,345,4.40625,dance,21,6.086956521739131,all,19,5.507246376811594,wanna,14,4.057971014492754,ever,10,2.898550724637681,wanted,10,2.898550724637681,rocking,7,14.202898550724637,0
2626,BTS,0.813,0.756,99.004,0.288,Anpanman,72.0,0.0918,Energetic,-2.92,232966.0,0.875,8/24/2018,0.0237,0.0,0.0,1.0,2018.0,k-pop,87.0,78257250.0,1,460,4.053571428571429,you,35,7.608695652173913,thank,30,6.521739130434782,next,27,5.869565217391305,so,12,2.608695652173913,ive,11,2.391304347826087,discussions,11,20.0,0
2627,Lagum,0.554,0.331,81.998,0.193,Deixa (feat. Ana Gabriela),72.0,0.0599,Sad,-8.223,176025.0,0.326,2/23/2018,0.822,1.0,0.0,0.0,2018.0,nova mpb,65.0,993161.0,1,488,3.604651162790698,it,33,6.762295081967213,got,19,3.89344262295082,want,18,3.6885245901639343,like,13,2.6639344262295084,is,6,1.2295081967213115,redbottoms,10,29.918032786885245,0
2628,Pamungkas,0.393,0.131,79.628,0.111,I Love You but I'm Letting Go,72.0,0.0303,Sad,-9.116,220163.0,0.319,7/15/2018,0.972,1.0,2.94e-05,6.0,2018.0,indonesian indie,68.0,6311944.0,1,101,4.285714285714286,feat,9,8.910891089108912,liam,5,4.950495049504951,payne,5,4.950495049504951,Not Found,0,0.0,Not Found,0,0.0,motivation,10,59.40594059405941,0
2629,Shoreline Mafia,0.9,0.488,99.964,0.142,"Bands (feat. OhGeesy, Fenix Flexin & Master Kato)",72.0,0.435,Happy,-12.189,174336.0,0.385,7/13/2018,0.371,0.0,0.0,1.0,2018.0,,69.0,1294765.0,1,596,4.325581395348837,feat,13,2.1812080536912752,me,9,1.5100671140939597,love,7,1.174496644295302,dont,4,0.6711409395973155,la,4,0.6711409395973155,serpentwithfeet,15,53.69127516778524,0
2630,Travis Scott,0.689,0.288,160.042,0.158,HOUSTONFORNICATION,72.0,0.0836,Energetic,-4.052,217828.0,0.723,8/3/2018,0.0985,0.0,0.0,0.0,2018.0,rap,93.0,37609160.0,1,524,3.862745098039216,me,22,4.198473282442748,please,21,4.00763358778626,baby,21,4.00763358778626,let,16,3.053435114503817,say,15,2.862595419847328,reservations,12,17.938931297709924,1
2631,Kodak Black,0.91,0.74,119.985,0.261,Calling My Spirit,72.0,0.0941,Happy,-9.954,152000.0,0.366,12/14/2018,0.0996,1.0,0.0,1.0,2018.0,,81.0,11706742.0,1,285,4.697674418604652,yeah,17,5.964912280701754,but,12,4.2105263157894735,got,10,3.508771929824561,problems,10,3.508771929824561,got,8,2.807017543859649,frightening,11,11.578947368421051,0
2632,Hiboky,0.441,0.178,128.345,0.553,Exil,72.0,0.0357,Energetic,-6.017,134683.0,0.561,12/7/2018,0.00953,0.0,0.00432,11.0,2018.0,,31.0,10579.0,1,541,3.6666666666666665,feat,12,2.2181146025878005,up,5,0.9242144177449167,Not Found,0,0.0,Not Found,0,0.0,Not Found,0,0.0,neighbourhood,13,60.07393715341959,0
2633,Twenty One Pilots,0.62,0.235,127.052,0.205,Jumpsuit,72.0,0.0373,Energetic,-8.329,238560.0,0.61,10/5/2018,0.00849,0.0,0.162,11.0,2018.0,,83.0,25183913.0,1,340,4.6,will,28,8.235294117647058,me,20,5.882352941176471,love,11,3.235294117647059,when,7,2.0588235294117645,heartbeat,7,2.0588235294117645,immortality,11,9.411764705882351,0
2634,Never Get Used To People,0.441,0.416,92.302,0.0981,Life Letters,72.0,0.12,Sad,-4.945,148040.0,0.692,12/7/2018,0.843,0.0,1.57e-06,10.0,2018.0,,51.0,62310.0,1,578,3.7142857142857135,feat,17,2.9411764705882355,me,6,1.038062283737024,Not Found,0,0.0,Not Found,0,0.0,Not Found,0,0.0,comehangoutcuzimagoodtime,25,60.55363321799308,0
2635,TWICE,0.574,0.569,169.966,0.264,What is Love,72.0,0.0658,Energetic,-1.573,208240.0,0.909,7/9/2018,0.0987,1.0,0.0,8.0,2018.0,k-pop,79.0,21557371.0,1,290,4.5625,know,18,6.206896551724138,how,15,5.172413793103448,thats,11,3.793103448275862,kissing,10,3.4482758620689653,other,10,3.4482758620689653,different,9,13.10344827586207,0
2636,Little Mix,0.847,0.234,114.001,0.143,Wasabi,72.0,0.115,Energetic,-4.976,154787.0,0.656,11/16/2018,0.00451,1.0,0.000854,2.0,2018.0,,74.0,12217034.0,1,513,4.276923076923077,me,40,7.797270955165692,dont,37,7.212475633528265,round,12,2.3391812865497075,all,11,2.1442495126705654,just,10,1.949317738791423,conversation,12,8.382066276803119,0
2637,Kina,0.695,0.264,120.033,0.105,Baby You're Worth It,72.0,0.0461,Sad,-15.884,130926.0,0.253,6/13/2018,0.685,1.0,0.14,2.0,2018.0,,63.0,872033.0,1,566,3.892857142857143,feat,11,1.9434628975265016,lil,5,0.8833922261484098,with,4,0.7067137809187279,Not Found,0,0.0,Not Found,0,0.0,everlasting,11,60.24734982332156,0
2638,BTS,0.558,0.388,173.908,0.289,Let Go,72.0,0.178,Energetic,-3.53,299707.0,0.863,4/4/2018,0.17,1.0,0.0,4.0,2018.0,k-pop,87.0,78257250.0,1,454,4.162790697674419,got,23,5.066079295154185,me,19,4.185022026431718,take,19,4.185022026431718,real,12,2.643171806167401,big,12,2.643171806167401,circumstance,12,12.555066079295154,0
2639,The Macarons Project,0.456,0.327,108.536,0.0959,Fly Me to the Moon,72.0,0.0334,Sad,-15.763,155402.0,0.113,2/13/2018,0.915,0.0,0.0011,2.0,2018.0,,57.0,339460.0,1,341,4.274193548387097,that,11,3.225806451612903,well,8,2.346041055718475,been,7,2.0527859237536656,so,7,2.0527859237536656,when,6,1.7595307917888563,understanding,13,17.88856304985337,0
2640,Maroon 5,0.611,0.377,59.635,0.131,Girls Like You,72.0,0.0646,Sad,-7.054,215230.0,0.462,6/15/2018,0.558,1.0,1.01e-06,0.0,2018.0,pop,86.0,44362382.0,1,407,4.732142857142857,yeah,21,5.15970515970516,with,13,3.194103194103194,girlfriend,13,3.194103194103194,girlfriend,12,2.9484029484029484,know,10,2.457002457002457,practically,11,16.216216216216218,0
2641,Cory Asbury,0.572,0.232,110.698,0.0963,Reckless Love,72.0,0.0356,Energetic,-7.29,333386.0,0.685,1/26/2018,0.0291,1.0,0.0,6.0,2018.0,worship,63.0,670547.0,1,283,4.181818181818182,imagine,23,8.12720848056537,like,11,3.886925795053004,world,8,2.826855123674912,can,7,2.4734982332155475,it,7,2.4734982332155475,dripdripdripped,15,19.434628975265017,0
2642,Jess Glynne,0.627,0.399,100.074,0.199,I'll Be There,72.0,0.0394,Energetic,-3.116,194387.0,0.858,10/12/2018,0.0288,1.0,0.0,7.0,2018.0,,74.0,3107761.0,1,498,4.652173913043479,que,22,4.417670682730924,tu,15,3.0120481927710845,despacito,10,2.0080321285140563,quiero,10,2.0080321285140563,y,9,1.8072289156626504,diridiridiririri,16,20.48192771084337,0
2643,Ozuna,0.737,0.386,119.966,0.316,El Farsante - Remix,72.0,0.0441,Energetic,-2.875,258000.0,0.742,1/30/2018,0.218,1.0,0.0,6.0,2018.0,reggaeton,87.0,38264115.0,1,542,3.76,feat,10,1.845018450184502,me,7,1.2915129151291511,with,4,0.7380073800738007,Not Found,0,0.0,Not Found,0,0.0,situationship,13,59.40959409594096,0
2644,Conan Gray,0.522,0.455,180.065,0.0866,Crush Culture,72.0,0.193,Energetic,-5.395,204120.0,0.765,11/16/2018,0.146,1.0,0.0,0.0,2018.0,,80.0,11411220.0,1,345,3.807692307692308,tired,33,9.565217391304348,love,33,9.565217391304348,go,25,7.246376811594203,wanna,24,6.956521739130435,songs,16,4.63768115942029,everybody,9,13.623188405797102,0
2645,BTS,0.541,0.285,149.926,0.0779,Magic Shop,72.0,0.0889,Energetic,-5.838,275696.0,0.661,8/24/2018,0.103,1.0,0.0,1.0,2018.0,k-pop,87.0,78257250.0,1,522,4.241379310344827,feat,12,2.2988505747126435,me,6,1.1494252873563218,with,4,0.7662835249042146,Not Found,0,0.0,Not Found,0,0.0,bachelorette,12,57.8544061302682,0
2646,David Guetta,0.609,0.362,93.958,0.0895,Flames,72.0,0.0414,Energetic,-4.346,195000.0,0.726,3/22/2018,0.0723,0.0,8.45e-06,5.0,2018.0,edm,89.0,26941054.0,1,234,5.078947368421052,just,5,2.1367521367521367,Not Found,0,0.0,Not Found,0,0.0,Not Found,0,0.0,Not Found,0,0.0,makebelieve,11,38.46153846153846,0
2647,George Ezra,0.642,0.913,138.03,0.21,Paradise,72.0,0.0393,Happy,-3.537,222045.0,0.881,3/23/2018,0.209,1.0,0.0,11.0,2018.0,,73.0,4290506.0,1,570,3.590909090909091,feat,17,2.982456140350877,me,6,1.0526315789473684,go,5,0.8771929824561403,lil,4,0.7017543859649122,when,4,0.7017543859649122,ilovemakonnen,13,60.526315789473685,0
2648,Blueface,0.906,0.391,104.025,0.113,Thotiana,72.0,0.269,Happy,-12.89,129264.0,0.382,12/18/2018,0.18,0.0,0.0,10.0,2018.0,,64.0,6818107.0,1,606,4.0602409638554215,were,26,4.29042904290429,giants,18,2.9702970297029703,like,14,2.31023102310231,this,10,1.6501650165016502,giants,10,1.6501650165016502,wawawanting,11,22.27722772277228,0
2649,Imagine Dragons,0.649,0.35,119.997,0.145,Birds,72.0,0.0297,Energetic,-7.428,219440.0,0.517,11/9/2018,0.0146,0.0,1.63e-06,1.0,2018.0,,87.0,56718470.0,1,363,4.44,never,7,1.9283746556473829,know,7,1.9283746556473829,cause,6,1.6528925619834711,so,6,1.6528925619834711,high,6,1.6528925619834711,amphetamines,12,23.691460055096417,0
2650,Twenty One Pilots,0.749,0.674,108.999,0.0977,My Blood,72.0,0.0432,Happy,-6.609,229120.0,0.723,10/5/2018,0.0563,1.0,0.022,1.0,2018.0,,83.0,25183913.0,1,435,3.933333333333333,go,41,9.42528735632184,go,28,6.436781609195402,me,18,4.137931034482759,lets,12,2.7586206896551726,wait,12,2.7586206896551726,hundreds,8,17.24137931034483,0
2651,Kanye West,0.925,0.291,121.927,0.0931,All Mine,72.0,0.291,Energetic,-6.531,145507.0,0.31,6/1/2018,0.123,0.0,0.0,11.0,2018.0,rap,92.0,29498794.0,1,333,4.5,feat,8,2.4024024024024024,bad,5,1.5015015015015014,post,5,1.5015015015015014,malone,5,1.5015015015015014,billie,4,1.2012012012012012,marshmello,10,45.34534534534534,0
2652,Calum Scott,0.403,0.151,171.454,0.148,You Are The Reason - Duet Version,72.0,0.0298,Sad,-7.547,190760.0,0.356,11/30/2018,0.382,1.0,0.0,10.0,2018.0,soft pop,75.0,5906325.0,1,312,4.4,mine,15,4.807692307692308,know,14,4.487179487179487,that,14,4.487179487179487,until,11,3.525641025641025,make,11,3.525641025641025,lalalalalalala,14,16.987179487179485,0
2653,Drake,0.899,0.492,150.002,0.0836,I'm Upset,72.0,0.343,Energetic,-7.866,214467.0,0.586,6/29/2018,0.279,0.0,0.0,11.0,2018.0,rap,97.0,97003367.0,1,440,4.162790697674419,its,23,5.227272727272728,only,18,4.090909090909091,me,17,3.863636363636364,not,15,3.409090909090909,you,11,2.5,distractions,12,19.772727272727277,0
2654,Jordan Davis,0.523,0.523,82.006,0.172,Slow Dance In A Parking Lot,72.0,0.0335,Energetic,-4.494,193929.0,0.837,3/23/2018,0.301,1.0,0.0,7.0,2018.0,country,74.0,1469186.0,1,386,4.151515151515151,all,20,5.181347150259067,its,16,4.1450777202072535,love,16,4.1450777202072535,but,13,3.3678756476683938,me,7,1.8134715025906736,novocaine,9,13.989637305699482,0
2655,Banda MS de Sergio Lizárraga,0.86,0.813,129.925,0.0581,No Elegi Conocerte,72.0,0.0538,Happy,-7.131,254853.0,0.4,9/14/2018,0.182,1.0,3.17e-06,2.0,2018.0,banda,79.0,18581799.0,1,411,4.066666666666666,she,21,5.109489051094891,if,16,3.892944038929441,mother,16,3.892944038929441,all,16,3.892944038929441,me,15,3.6496350364963503,wellmannered,12,14.841849148418492,0
2656,Bas,0.755,0.237,178.929,0.107,Tribe (with J. Cole),72.0,0.216,Energetic,-5.906,238053.0,0.594,8/24/2018,0.241,1.0,0.0,7.0,2018.0,,65.0,612942.0,1,307,4.891304347826087,lets,30,9.77198697068404,stay,28,9.120521172638435,younger,26,8.469055374592834,together,16,5.2117263843648205,together,12,3.908794788273616,thirtythree,11,14.332247557003257,0
2657,Post Malone,0.625,0.253,159.914,0.167,Paranoid,72.0,0.0776,Energetic,-5.428,221787.0,0.536,4/27/2018,0.038,1.0,2.31e-05,0.0,2018.0,,89.0,46691170.0,1,308,4.309523809523809,that,13,4.220779220779221,with,10,3.2467532467532467,mmm,10,3.2467532467532467,do,8,2.5974025974025974,why,7,2.272727272727273,shouldnt,8,11.363636363636363,0
2658,Rels B,0.804,0.628,151.957,0.108,Buenos Genes,72.0,0.143,Happy,-8.603,245191.0,0.535,4/6/2018,0.486,0.0,0.0,4.0,2018.0,urbano latino,83.0,9183894.0,1,235,3.8333333333333335,love,20,8.51063829787234,how,13,5.531914893617022,lucky,13,5.531914893617022,am,13,5.531914893617022,i,13,5.531914893617022,something,9,15.319148936170214,0
2659,Travis Scott,0.46,0.252,148.054,0.375,SKELETONS,72.0,0.0367,Energetic,-5.948,145588.0,0.686,8/3/2018,0.00146,0.0,0.0,0.0,2018.0,rap,93.0,37609160.0,1,576,4.15625,feat,12,2.083333333333333,me,8,1.3888888888888888,good,5,0.8680555555555556,with,4,0.6944444444444444,lil,4,0.6944444444444444,trampoline,10,57.11805555555556,0
2660,Lil Wayne,0.743,0.884,99.079,0.299,Uproar,72.0,0.212,Energetic,-2.188,194184.0,0.87,9/28/2018,0.0595,1.0,0.0,1.0,2018.0,rap,88.0,16572638.0,1,445,4.581818181818182,unbelievable,28,6.292134831460674,yeah,22,4.943820224719101,were,18,4.044943820224719,up,15,3.3707865168539324,youre,12,2.696629213483146,unbelievable,12,8.98876404494382,0
2661,IU,0.839,0.821,143.894,0.3,BBIBBI,72.0,0.331,Energetic,-4.692,194426.0,0.617,10/10/2018,0.241,1.0,0.0,7.0,2018.0,k-pop,69.0,9082885.0,1,259,3.9655172413793114,ohoh,10,3.861003861003861,into,10,3.861003861003861,unknown,8,3.088803088803089,ohoh,7,2.702702702702702,ahah,7,2.702702702702702,adventure,9,34.36293436293436,0
