words_count,words_average_size,1st_word,1st_occurence,1st_word_percentage,2nd_word,2nd_occurence,2nd_word_percentage,3rd_word,3rd_occurence,3rd_word_percentage,4th_word,4th_occurence,4th_word_percentage,5th_word,5th_occurence,5th_word_percentage,longest_word,longest_word_length,unique_word_percentage,Explicitness
866,3.504854368932039,me,40,4.618937644341801,la,28,3.233256351039261,estaba,25,2.886836027713626,en,24,2.771362586605081,que,22,2.540415704387991,DiriliDaddy,11,20.669745958429562,0
593,3.015873015873016,que,23,3.87858347386172,la,20,3.372681281618887,el,9,1.5177065767284992,de,9,1.5177065767284992,easy,8,1.349072512647555,Directamente,12,32.20910623946037,0
553,3.7142857142857144,feat,9,1.6274864376130198,You,7,1.2658227848101267,A,5,0.9041591320072333,My,5,0.9041591320072333,Me,4,0.7233273056057866,PROUDCATOWNERREMIX,18,58.77034358047016,0
379,3.6923076923076925,que,16,4.221635883905013,ey,14,3.6939313984168867,lo,12,3.1662269129287597,Te,12,3.1662269129287597,de,10,2.638522427440633,prosperidad,11,12.137203166226913,0
378,4.526315789473684,ya,17,4.497354497354498,Ooh,14,3.7037037037037037,me,11,2.9100529100529102,lalala,8,2.1164021164021163,when,7,1.8518518518518519,oohlalala,9,21.693121693121693,0
641,4.137254901960785,feat,11,1.71606864274571,J,9,1.4040561622464898,Balvin,9,1.4040561622464898,Bad,9,1.4040561622464898,Bunny,8,1.24804992199688,Reggaetonera,12,49.453978159126365,0
350,4.60655737704918,que,22,6.285714285714286,volverte,12,3.4285714285714284,ver,12,3.4285714285714284,te,11,3.142857142857143,por,11,3.142857142857143,presentimientos,15,11.142857142857142,0
641,4.137254901960785,feat,11,1.71606864274571,J,9,1.4040561622464898,Balvin,9,1.4040561622464898,Bad,9,1.4040561622464898,Bunny,8,1.24804992199688,Reggaetonera,12,49.453978159126365,0
555,3.75,feat,13,2.3423423423423424,You,7,1.2612612612612613,My,5,0.9009009009009009,Love,5,0.9009009009009009,Me,4,0.7207207207207207,Gesaffelstein,13,62.52252252252252,0
406,4.09433962264151,bien,16,3.9408866995073892,que,15,3.6945812807881775,te,15,3.6945812807881775,la,13,3.2019704433497536,Que,11,2.70935960591133,sentimiento,11,22.167487684729064,0
513,4.161290322580645,que,25,4.8732943469785575,en,18,3.508771929824561,me,16,3.1189083820662766,te,14,2.729044834307992,tu,11,2.1442495126705654,secuestraste,12,19.68810916179337,0
391,4.608695652173913,te,29,7.41687979539642,no,20,5.115089514066496,enamores,16,4.092071611253197,que,14,3.580562659846547,Espero,9,2.3017902813299234,Laralarieheh,12,13.81074168797954,0
599,3.911392405063291,que,18,3.005008347245409,girl,17,2.8380634390651087,lo,16,2.671118530884808,poompoom,16,2.671118530884808,la,13,2.1702838063439067,criminality,11,24.040066777963272,0
380,4.203125,Ay,16,4.2105263157894735,bonita,13,3.4210526315789473,mujer,13,3.4210526315789473,que,10,2.6315789473684212,lo,10,2.6315789473684212,enloquecido,11,15.263157894736842,0
566,3.625,feat,11,1.9434628975265018,Lil,5,0.8833922261484098,with,4,0.7067137809187279,Not Found,0,0.0,Not Found,0,0.0,Everlasting,11,62.014134275618375,0
562,4.8441558441558445,la,25,4.448398576512456,en,16,2.8469750889679717,arena,12,2.1352313167259784,Runarunarunarunarunarunaway,10,1.7793594306049823,me,9,1.601423487544484,Runarunarunarunarunarunaway,27,29.181494661921707,0
703,3.7037037037037037,y,21,2.987197724039829,que,19,2.7027027027027026,no,12,1.7069701280227596,el,12,1.7069701280227596,la,11,1.5647226173541964,aborrecimiento,14,30.298719772403985,0
771,3.7051282051282053,no,21,2.7237354085603114,de,19,2.4643320363164722,que,18,2.3346303501945527,la,17,2.204928664072633,soltera,16,2.0752269779507135,camcamcambiar,13,29.442282749675744,0
718,4.333333333333333,feat,26,3.6211699164345403,Anuel,8,1.1142061281337048,Ozuna,7,0.9749303621169917,Remix,5,0.6963788300835655,J,5,0.6963788300835655,Enchochado,10,49.860724233983284,0
419,3.7777777777777777,me,34,8.1145584725537,do,15,3.579952267303103,dance,14,3.341288782816229,see,12,2.863961813842482,make,11,2.6252983293556085,anybody,7,7.398568019093079,0
337,4.5,And,11,3.264094955489614,finally,11,3.264094955489614,but,6,1.7804154302670623,me,6,1.7804154302670623,come,5,1.4836795252225519,recognized,10,20.474777448071215,0
135,3.6666666666666665,feel,20,14.814814814814815,love,14,10.37037037037037,so,10,7.407407407407407,Its,8,5.925925925925926,good,8,5.925925925925926,Fallin,6,1.4814814814814814,0
458,4.049180327868853,me,26,5.676855895196507,me,15,3.2751091703056767,cry,14,3.056768558951965,And,13,2.8384279475982535,lie,10,2.183406113537118,probably,8,16.812227074235807,0
151,3.5652173913043477,dont,6,3.9735099337748343,know,6,3.9735099337748343,name,6,3.9735099337748343,still,5,3.3112582781456954,would,4,2.6490066225165565,possibilities,13,31.125827814569536,0
267,4.142857142857143,Taylor,8,2.9962546816479403,Swift,8,2.9962546816479403,Ariana,4,1.4981273408239701,Grande,4,1.4981273408239701,feat,4,1.4981273408239701,Heartbreak,10,48.68913857677903,0
576,3.8529411764705883,feat,11,1.9097222222222223,You,9,1.5625,Me,8,1.3888888888888888,On,6,1.0416666666666667,Good,5,0.8680555555555556,Trampoline,10,60.06944444444444,0
513,4.446428571428571,you,20,3.898635477582846,This,18,3.508771929824561,that,17,3.313840155945419,hate,14,2.729044834307992,too,12,2.3391812865497075,superhuman,10,8.966861598440547,1
555,3.75,feat,13,2.3423423423423424,You,7,1.2612612612612613,My,5,0.9009009009009009,Love,5,0.9009009009009009,Me,4,0.7207207207207207,Gesaffelstein,13,62.52252252252252,0
596,3.94,feat,13,2.1812080536912752,Me,9,1.5100671140939597,Love,6,1.0067114093959733,Dont,4,0.6711409395973155,You,4,0.6711409395973155,serpentwithfeet,15,54.53020134228188,0
393,4.357142857142857,she,14,3.5623409669211195,Roxanne,13,3.3078880407124682,wanna,11,2.7989821882951653,She,10,2.544529262086514,All,7,1.7811704834605597,Spending,8,21.374045801526716,0
371,3.843137254901961,her,31,8.355795148247978,at,21,5.660377358490566,she,12,3.234501347708895,look,11,2.964959568733154,now,10,2.6954177897574123,another,7,16.711590296495956,0
576,3.8529411764705883,feat,11,1.9097222222222223,You,9,1.5625,Me,8,1.3888888888888888,On,6,1.0416666666666667,Good,5,0.8680555555555556,Trampoline,10,60.06944444444444,0
589,3.9523809523809526,feat,20,3.395585738539898,Me,5,0.8488964346349746,Young,4,0.6791171477079796,My,4,0.6791171477079796,Life,4,0.6791171477079796,Contaminated,12,55.34804753820034,0
581,3.75,feat,20,3.442340791738382,with,6,1.0327022375215147,My,6,1.0327022375215147,On,5,0.8605851979345955,Me,5,0.8605851979345955,nothingleftnothingleft,22,58.17555938037866,0
377,4.56,like,13,3.4482758620689653,got,10,2.6525198938992043,How,7,1.856763925729443,that,7,1.856763925729443,so,6,1.5915119363395225,nanananananana,14,19.09814323607427,1
474,4.163265306122449,ft,23,4.852320675105485,Thug,10,2.109704641350211,Young,9,1.8987341772151898,Kanye,5,1.0548523206751055,Lil,5,1.0548523206751055,Personalities,13,45.780590717299575,0
409,4.0181818181818185,got,16,3.9119804400977993,know,11,2.6894865525672373,two,9,2.2004889975550124,want,8,1.9559902200488997,They,7,1.7114914425427872,Balenciaga,10,12.71393643031785,0
458,3.6885245901639343,la,21,4.585152838427947,es,17,3.7117903930131004,no,16,3.493449781659389,y,15,3.2751091703056767,hay,13,2.8384279475982535,Tratratratra,12,18.12227074235808,0
523,3.8636363636363638,feat,10,1.9120458891013383,You,4,0.7648183556405354,with,4,0.7648183556405354,Love,4,0.7648183556405354,Not Found,0,0.0,International,13,63.67112810707457,0
168,4.571428571428571,Post,21,12.5,Malone,15,8.928571428571429,feat,12,7.142857142857143,Not Found,0,0.0,Not Found,0,0.0,Congratulations,15,57.142857142857146,0
858,3.6893203883495147,la,45,5.244755244755245,que,33,3.8461538461538463,se,21,2.4475524475524475,no,20,2.331002331002331,y,20,2.331002331002331,Yehyehyehyeh;,13,20.046620046620045,0
379,4.52112676056338,te,12,3.1662269129287597,y,9,2.37467018469657,Que,7,1.8469656992084433,nos,6,1.5831134564643798,que,6,1.5831134564643798,Tutututututum;,14,20.58047493403694,0
393,4.25,feat,8,2.035623409669211,Bunny,7,1.7811704834605597,Bad,6,1.5267175572519085,Ozuna,6,1.5267175572519085,Anuel,6,1.5267175572519085,Aparentemente,13,39.69465648854962,0
994,3.813664596273292,feat,26,2.6156941649899395,Lil,7,0.704225352112676,Brown,5,0.5030181086519114,Lana,4,0.4024144869215292,Del,4,0.4024144869215292,Collaborations,14,46.27766599597585,0
534,3.6666666666666665,se,34,6.367041198501872,que,21,3.932584269662921,no,19,3.5580524344569286,te,14,2.6217228464419478,y,13,2.4344569288389515,suficiente,10,17.228464419475657,0
312,3.870967741935484,gonna,12,3.8461538461538463,cant,11,3.5256410256410255,no,8,2.5641025641025643,tell,8,2.5641025641025643,me,8,2.5641025641025643,attached,8,24.03846153846154,0
625,3.7903225806451615,por,79,12.64,ti,38,6.08,Yo,26,4.16,me,18,2.88,que,15,2.4,entrometes,10,10.56,0
301,4.065573770491803,me,12,3.9867109634551494,dont,7,2.3255813953488373,Youre,6,1.9933554817275747,Shoot,6,1.9933554817275747,down,6,1.9933554817275747,somethings,10,18.93687707641196,0
271,3.8333333333333335,Not Found,0,0.0,Not Found,0,0.0,Not Found,0,0.0,Not Found,0,0.0,Not Found,0,0.0,XXXTENTACION,12,65.68265682656826,0
576,3.8529411764705883,feat,11,1.9097222222222223,You,9,1.5625,Me,8,1.3888888888888888,On,6,1.0416666666666667,Good,5,0.8680555555555556,Trampoline,10,60.06944444444444,0
468,4.418181818181818,me,27,5.769230769230769,so,18,3.8461538461538463,seem,17,3.6324786324786325,love,13,2.7777777777777777,You,11,2.3504273504273505,understatement,14,12.179487179487179,0
321,4.444444444444445,me,10,3.115264797507788,Harleys,8,2.4922118380062304,take,7,2.1806853582554515,baby,6,1.8691588785046729,Hawaiiii,6,1.8691588785046729,jewelerjeweler,14,13.707165109034268,0
285,4.297872340425532,But,8,2.807017543859649,wanna,8,2.807017543859649,do,8,2.807017543859649,girl,6,2.1052631578947367,that,6,2.1052631578947367,sometimes,9,13.333333333333334,0
322,4.462962962962963,love,7,2.1739130434782608,lost,7,2.1739130434782608,Ive,7,2.1739130434782608,And,6,1.8633540372670807,every,6,1.8633540372670807,Oohoohoohoohooh,15,13.664596273291925,0
187,4.195121951219512,me,7,3.7433155080213902,stay,5,2.6737967914438503,Ive,4,2.1390374331550803,know,4,2.1390374331550803,leave,4,2.1390374331550803,something,9,19.78609625668449,0
271,3.8333333333333335,Not Found,0,0.0,Not Found,0,0.0,Not Found,0,0.0,Not Found,0,0.0,Not Found,0,0.0,XXXTENTACION,12,65.68265682656826,0
285,4.475,want,9,3.1578947368421053,know,8,2.807017543859649,when,8,2.807017543859649,go,8,2.807017543859649,woowoo,8,2.807017543859649,boombababoom,12,19.29824561403509,0
414,4.132075471698113,am,12,2.898550724637681,And,10,2.4154589371980677,Ahooh,8,1.932367149758454,know,7,1.6908212560386473,we,6,1.4492753623188406,apartment,9,16.42512077294686,0
388,4.555555555555555,me,19,4.896907216494846,so,18,4.639175257731959,never,13,3.350515463917526,but,12,3.0927835051546393,love,7,1.8041237113402062,butterflies,11,8.505154639175258,0
482,4.2631578947368425,that,13,2.6970954356846475,Ill,12,2.4896265560165975,see,12,2.4896265560165975,out,11,2.2821576763485476,me,10,2.074688796680498,outnumbered,11,17.012448132780083,0
364,4.0,You,7,1.9230769230769231,that,7,1.9230769230769231,me,6,1.6483516483516483,say,6,1.6483516483516483,wanna,6,1.6483516483516483,satisfaction,12,30.21978021978022,0
570,3.3703703703703702,feat,17,2.982456140350877,Me,6,1.0526315789473684,Go,5,0.8771929824561403,Lil,4,0.7017543859649122,On,4,0.7017543859649122,ILoveMakonnen,13,61.40350877192982,0
542,3.75,feat,10,1.845018450184502,You,8,1.4760147601476015,Me,7,1.2915129151291513,with,4,0.7380073800738007,Not Found,0,0.0,Situationship,13,62.361623616236166,0
338,4.431372549019608,keep,16,4.733727810650888,missing,7,2.0710059171597632,You,7,2.0710059171597632,know,6,1.7751479289940828,I,5,1.4792899408284024,reminiscing,11,25.7396449704142,0
415,4.245283018867925,let,24,5.783132530120482,Dont,18,4.337349397590361,break,18,4.337349397590361,heart,15,3.6144578313253013,When,9,2.1686746987951806,something,9,11.566265060240964,0
531,3.566666666666667,Me,5,0.9416195856873822,feat,5,0.9416195856873822,You,4,0.7532956685499058,Not Found,0,0.0,Not Found,0,0.0,Chainsmokers,12,60.451977401129945,0
522,3.9655172413793105,feat,12,2.2988505747126435,Me,6,1.1494252873563218,with,4,0.7662835249042146,Not Found,0,0.0,Not Found,0,0.0,Bachelorette,12,59.96168582375479,0
435,3.8958333333333335,Is,15,3.4482758620689653,know,15,3.4482758620689653,that,15,3.4482758620689653,easier,14,3.218390804597701,dont,12,2.7586206896551726,Dadadadumdadadada,17,11.494252873563218,1
562,4.166666666666667,feat,11,1.9572953736654803,Me,9,1.601423487544484,Love,6,1.0676156583629892,You,4,0.7117437722419929,My,4,0.7117437722419929,TROSSTHEGIANT,13,60.67615658362989,0
325,4.611111111111111,feat,12,3.6923076923076925,Justin,4,1.2307692307692308,Not Found,0,0.0,Not Found,0,0.0,Not Found,0,0.0,OneRepublic,11,74.76923076923077,0
611,4.308641975308642,Ill,29,4.746317512274959,wait,20,3.2733224222585924,through,18,2.9459901800327333,phases,15,2.454991816693944,oh,9,1.4729950900163666,softspoken,10,21.27659574468085,0
303,5.046511627906977,Insomnia,8,2.6402640264026402,got,8,2.6402640264026402,cant,5,1.6501650165016502,sleep,5,1.6501650165016502,without,5,1.6501650165016502,Insomnia,8,15.841584158415841,0
317,4.0588235294117645,that,10,3.1545741324921135,compares,10,3.1545741324921135,one,9,2.8391167192429023,no,8,2.5236593059936907,do,7,2.2082018927444795,compares,8,16.08832807570978,0
275,4.293103448275862,been,9,3.272727272727273,get,9,3.272727272727273,know,7,2.5454545454545454,And,7,2.5454545454545454,cant,7,2.5454545454545454,everything,10,6.181818181818182,0
425,3.9411764705882355,now,19,4.470588235294118,wanna,17,4.0,me,17,4.0,If,12,2.823529411764706,slow,12,2.823529411764706,Something,9,10.588235294117647,0
356,4.133333333333334,will,24,6.741573033707865,one,19,5.337078651685394,day,17,4.775280898876405,me,15,4.213483146067416,say,15,4.213483146067416,believing,9,11.235955056179776,0
440,4.456140350877193,bad,12,2.727272727272727,health,12,2.727272727272727,should,10,2.272727272727273,cant,8,1.8181818181818181,My,7,1.5909090909090908,cigarettes,10,13.863636363636363,1
238,4.2,Never,12,5.042016806722689,rain,10,4.201680672268908,never,9,3.7815126050420167,rain,9,3.7815126050420167,And,8,3.361344537815126,coasting,8,13.865546218487395,0
498,3.5952380952380953,run,37,7.429718875502008,Johnny,33,6.626506024096385,away,16,3.21285140562249,now,14,2.8112449799196786,now,14,2.8112449799196786,Everybody,9,27.51004016064257,0
539,3.44,feat,15,2.782931354359926,You,9,1.6697588126159555,Like,4,0.7421150278293135,Not Found,0,0.0,Not Found,0,0.0,beabadoobee,11,63.45083487940631,0
385,4.036363636363636,ready,39,10.12987012987013,for,27,7.012987012987013,me,20,5.194805194805195,youre,15,3.896103896103896,Until,7,1.8181818181818181,understand,10,16.883116883116884,0
216,4.545454545454546,so,12,5.555555555555555,dont,7,3.240740740740741,Cause,7,3.240740740740741,care,5,2.314814814814815,anyone,5,2.314814814814815,everyones,9,34.25925925925926,0
473,4.066666666666666,And,12,2.536997885835095,wont,12,2.536997885835095,find,12,2.536997885835095,Or,8,1.6913319238900635,all,8,1.6913319238900635,Searching,9,14.376321353065538,0
370,3.984375,baby,12,3.2432432432432434,me,11,2.972972972972973,cant,11,2.972972972972973,torn,10,2.7027027027027026,Oh,9,2.4324324324324325,contagious,10,11.891891891891891,0
315,4.369565217391305,all,15,4.761904761904762,out,12,3.8095238095238093,Ohohohohoh,12,3.8095238095238093,want,10,3.1746031746031744,too,7,2.2222222222222223,Ohohohohoh,10,7.936507936507937,0
331,4.4186046511627906,that,18,5.438066465256798,me,17,5.13595166163142,doo,16,4.833836858006042,So,15,4.531722054380665,much,15,4.531722054380665,beautiful,9,5.13595166163142,0
358,4.25,heart,24,6.70391061452514,yeah,22,6.145251396648045,Your,18,5.027932960893855,takeaway,16,4.4692737430167595,yeahyeah,16,4.4692737430167595,takeaway,8,9.776536312849162,0
345,4.34375,dance,20,5.797101449275362,wanna,14,4.057971014492754,all,11,3.1884057971014492,ever,10,2.898550724637681,wanted,10,2.898550724637681,rocking,7,15.652173913043478,0
460,4.016666666666667,you,35,7.608695652173913,Thank,27,5.869565217391305,next,27,5.869565217391305,so,12,2.608695652173913,Ive,11,2.391304347826087,discussions,11,21.956521739130434,0
488,3.5121951219512195,it,33,6.762295081967213,got,19,3.8934426229508197,want,18,3.6885245901639343,like,13,2.6639344262295084,is,6,1.2295081967213115,redbottoms,10,32.78688524590164,0
101,3.7777777777777777,feat,9,8.910891089108912,Liam,5,4.9504950495049505,Payne,5,4.9504950495049505,Not Found,0,0.0,Not Found,0,0.0,Motivation,10,64.35643564356435,0
596,3.94,feat,13,2.1812080536912752,Me,9,1.5100671140939597,Love,6,1.0067114093959733,Dont,4,0.6711409395973155,You,4,0.6711409395973155,serpentwithfeet,15,54.53020134228188,0
524,3.836734693877551,me,22,4.198473282442748,Please,21,4.00763358778626,baby,21,4.00763358778626,Let,15,2.8625954198473282,say,15,2.8625954198473282,reservations,12,20.610687022900763,1
285,4.704545454545454,but,12,4.2105263157894735,got,10,3.508771929824561,problems,10,3.508771929824561,Yeah,9,3.1578947368421053,yeah,8,2.807017543859649,frightening,11,12.280701754385966,0
541,3.4827586206896552,feat,12,2.2181146025878005,You,6,1.1090573012939002,Up,4,0.7393715341959335,Not Found,0,0.0,Not Found,0,0.0,Neighbourhood,13,62.47689463955638,0
340,4.578947368421052,Will,21,6.176470588235294,me,20,5.882352941176471,love,11,3.235294117647059,heartbeat,7,2.0588235294117645,will,7,2.0588235294117645,Immortality,11,10.588235294117647,0
578,3.391304347826087,feat,17,2.9411764705882355,You,8,1.3840830449826989,Me,6,1.0380622837370241,To,5,0.8650519031141869,Not Found,0,0.0,comehangoutcuzimagoodtime,25,62.80276816608997,0
290,4.54054054054054,know,18,6.206896551724138,how,13,4.482758620689655,other,10,3.4482758620689653,people,10,3.4482758620689653,really,9,3.103448275862069,different,9,14.827586206896552,0
513,4.183098591549296,me,40,7.797270955165692,Dont,24,4.678362573099415,dont,13,2.53411306042885,round,12,2.3391812865497075,tell,9,1.7543859649122806,conversation,12,9.161793372319687,0
566,3.625,feat,11,1.9434628975265018,Lil,5,0.8833922261484098,with,4,0.7067137809187279,Not Found,0,0.0,Not Found,0,0.0,Everlasting,11,62.014134275618375,0
454,4.065217391304348,got,23,5.066079295154185,me,19,4.185022026431718,take,13,2.8634361233480177,real,12,2.643171806167401,big,12,2.643171806167401,circumstance,12,14.317180616740089,0
341,4.238095238095238,that,11,3.225806451612903,been,7,2.0527859237536656,so,7,2.0527859237536656,get,6,1.7595307917888563,know,5,1.466275659824047,understanding,13,20.527859237536656,0
407,4.65,girlfriend,13,3.194103194103194,yeah,12,2.9484029484029484,girlfriend,12,2.9484029484029484,know,10,2.457002457002457,But,9,2.211302211302211,Practically,11,16.953316953316953,0
283,4.266666666666667,imagine,15,5.30035335689046,like,10,3.5335689045936394,Imagine,8,2.8268551236749118,world,8,2.8268551236749118,Can,7,2.4734982332155475,Dripdripdripped,15,22.614840989399294,0
498,4.645161290322581,que,19,3.8152610441767068,tu,15,3.0120481927710845,de,9,1.8072289156626506,te,8,1.606425702811245,woah,8,1.606425702811245,Diridiridiririri,16,23.895582329317268,0
542,3.75,feat,10,1.845018450184502,You,8,1.4760147601476015,Me,7,1.2915129151291513,with,4,0.7380073800738007,Not Found,0,0.0,Situationship,13,62.361623616236166,0
345,3.8275862068965516,love,33,9.565217391304348,tired,25,7.246376811594203,go,25,7.246376811594203,songs,16,4.63768115942029,wanna,16,4.63768115942029,everybody,9,14.492753623188406,0
522,3.9655172413793105,feat,12,2.2988505747126435,Me,6,1.1494252873563218,with,4,0.7662835249042146,Not Found,0,0.0,Not Found,0,0.0,Bachelorette,12,59.96168582375479,0
234,4.9743589743589745,Not Found,0,0.0,Not Found,0,0.0,Not Found,0,0.0,Not Found,0,0.0,Not Found,0,0.0,makebelieve,11,39.743589743589745,0
570,3.3703703703703702,feat,17,2.982456140350877,Me,6,1.0526315789473684,Go,5,0.8771929824561403,Lil,4,0.7017543859649122,On,4,0.7017543859649122,ILoveMakonnen,13,61.40350877192982,0
606,4.090909090909091,Were,16,2.6402640264026402,giants,16,2.6402640264026402,like,14,2.31023102310231,giants,10,1.6501650165016502,we,9,1.4851485148514851,wawawanting,11,24.58745874587459,0
363,4.352941176470588,never,7,1.9283746556473829,know,7,1.9283746556473829,hopes,6,1.6528925619834711,getting,6,1.6528925619834711,low,6,1.6528925619834711,amphetamines,12,25.619834710743802,0
435,3.9047619047619047,go,32,7.35632183908046,Go,28,6.436781609195402,me,18,4.137931034482759,lets,11,2.528735632183908,Go,9,2.0689655172413794,Hundreds,8,18.39080459770115,0
333,4.470588235294118,feat,8,2.4024024024024024,Post,5,1.5015015015015014,Malone,5,1.5015015015015014,Billie,4,1.2012012012012012,Eilish,4,1.2012012012012012,Marshmello,10,47.747747747747745,0
312,4.363636363636363,mine,15,4.8076923076923075,know,14,4.487179487179487,that,13,4.166666666666667,You,12,3.8461538461538463,make,11,3.5256410256410255,Lalalalalalala,14,18.26923076923077,0
440,4.116279069767442,only,18,4.090909090909091,me,17,3.8636363636363638,not,15,3.409090909090909,Its,13,2.9545454545454546,you,11,2.5,distractions,12,21.818181818181817,0
386,4.136363636363637,all,19,4.922279792746114,love,16,4.1450777202072535,me,7,1.8134715025906736,but,7,1.8134715025906736,that,6,1.5544041450777202,novocaine,9,16.06217616580311,0
411,4.0227272727272725,she,17,4.13625304136253,If,16,3.8929440389294405,mother,16,3.8929440389294405,all,15,3.6496350364963503,me,15,3.6496350364963503,wellmannered,12,16.05839416058394,0
307,4.78,stay,26,8.469055374592834,younger,26,8.469055374592834,together,16,5.2117263843648205,Lets,16,5.2117263843648205,lets,14,4.5602605863192185,thirtythree,11,14.98371335504886,0
308,4.333333333333333,that,13,4.220779220779221,with,10,3.2467532467532467,Mmm,10,3.2467532467532467,why,7,2.272727272727273,can,6,1.948051948051948,shouldnt,8,13.311688311688311,0
235,3.6,love,20,8.51063829787234,lucky,13,5.531914893617022,am,13,5.531914893617022,I,13,5.531914893617022,somebody,10,4.25531914893617,something,9,17.4468085106383,0
576,3.8529411764705883,feat,11,1.9097222222222223,You,9,1.5625,Me,8,1.3888888888888888,On,6,1.0416666666666667,Good,5,0.8680555555555556,Trampoline,10,60.06944444444444,0
445,4.6,Unbelievable,28,6.292134831460674,yeah,22,4.943820224719101,were,18,4.044943820224719,up,15,3.3707865168539324,youre,12,2.696629213483146,Unbelievable,12,11.01123595505618,0
259,3.7857142857142856,Into,10,3.861003861003861,unknown,8,3.088803088803089,Ohoh,7,2.7027027027027026,ohoh,7,2.7027027027027026,Ahah,7,2.7027027027027026,adventure,9,38.61003861003861,0
469,4.018518518518518,Macarena,20,4.264392324093817,Ayy,13,2.771855010660981,Macarena,10,2.1321961620469083,Bitches,8,1.7057569296375266,me,8,1.7057569296375266,Undefeated,10,26.652452025586353,1
389,4.076923076923077,do,12,3.0848329048843186,me,12,3.0848329048843186,What,9,2.3136246786632393,Why,9,2.3136246786632393,wanna,8,2.056555269922879,satisfactory,12,21.079691516709513,0
255,3.925925925925926,by,24,9.411764705882353,one,22,8.627450980392156,me,12,4.705882352941177,One,12,4.705882352941177,see,9,3.5294117647058822,vandalize,9,21.568627450980394,0
227,4.391304347826087,My,6,2.643171806167401,is,6,2.643171806167401,ya,4,1.7621145374449338,And,4,1.7621145374449338,Not Found,0,0.0,California,10,33.480176211453745,0
256,4.130434782608695,imagination,10,3.90625,We,7,2.734375,oh,7,2.734375,cant,6,2.34375,so,6,2.34375,imagination,11,17.578125,0
445,4.428571428571429,me,17,3.8202247191011236,is,12,2.696629213483146,suicidal,11,2.4719101123595504,love,10,2.247191011235955,You,7,1.5730337078651686,Hennessyyy,10,13.932584269662922,0
310,3.8181818181818183,feat,10,3.225806451612903,Not Found,0,0.0,Not Found,0,0.0,Not Found,0,0.0,Not Found,0,0.0,Ultralight,10,65.80645161290323,0
896,4.245901639344262,feat,73,8.147321428571429,DaBaby,36,4.017857142857143,Baby,10,1.1160714285714286,DaBaby,8,0.8928571428571429,Lil,7,0.78125,Masterpiece,11,47.879464285714285,0
566,3.625,feat,11,1.9434628975265018,Lil,5,0.8833922261484098,with,4,0.7067137809187279,Not Found,0,0.0,Not Found,0,0.0,Everlasting,11,62.014134275618375,0
807,4.7889908256880735,Eu,39,4.83271375464684,de,25,3.097893432465923,o,24,2.973977695167286,com,22,2.7261462205700124,que,16,1.982651796778191,reabastecimento,15,25.650557620817843,0
566,3.625,feat,11,1.9434628975265018,Lil,5,0.8833922261484098,with,4,0.7067137809187279,Not Found,0,0.0,Not Found,0,0.0,Everlasting,11,62.014134275618375,0
256,3.76,me,21,8.203125,Why,12,4.6875,love,10,3.90625,Would,7,2.734375,Will,7,2.734375,SpeakerBangerz,14,33.59375,0
377,3.380952380952381,feat,5,1.3262599469496021,Not Found,0,0.0,Not Found,0,0.0,Not Found,0,0.0,Not Found,0,0.0,FCUKIZYOUDOIN,13,61.53846153846154,0
511,3.3636363636363638,feat,7,1.36986301369863,with,4,0.7827788649706457,Up,4,0.7827788649706457,Not Found,0,0.0,Not Found,0,0.0,Miscommunicate,14,62.426614481409004,0
530,4.069444444444445,me,22,4.150943396226415,like,20,3.7735849056603774,body,18,3.3962264150943398,somebody,15,2.830188679245283,Yeah,12,2.2641509433962264,everythings,11,11.69811320754717,0
541,3.6857142857142855,feat,11,2.033271719038817,My,7,1.2939001848428835,A,5,0.9242144177449169,Lil,5,0.9242144177449169,In,5,0.9242144177449169,Bulletproof,11,57.855822550831796,0
1801,3.9708029197080292,ft,60,3.331482509716824,Lil,16,0.8883953359244864,My,10,0.555247084952804,I,7,0.3886729594669628,In,7,0.3886729594669628,Accomplishments,15,52.026651860077735,0
310,3.8181818181818183,feat,10,3.225806451612903,Not Found,0,0.0,Not Found,0,0.0,Not Found,0,0.0,Not Found,0,0.0,Ultralight,10,65.80645161290323,0
476,4.0,dont,6,1.2605042016806722,bitch,6,1.2605042016806722,we,6,1.2605042016806722,that,6,1.2605042016806722,live,5,1.050420168067227,freakydeaky,11,38.23529411764706,1
867,4.086206896551724,with,26,2.9988465974625145,like,17,1.9607843137254901,up,16,1.845444059976932,we,13,1.4994232987312572,niggas,12,1.3840830449826989,motherfuckin,12,21.453287197231834,1
566,3.625,feat,11,1.9434628975265018,Lil,5,0.8833922261484098,with,4,0.7067137809187279,Not Found,0,0.0,Not Found,0,0.0,Everlasting,11,62.014134275618375,0
531,3.566666666666667,Me,5,0.9416195856873822,feat,5,0.9416195856873822,You,4,0.7532956685499058,Not Found,0,0.0,Not Found,0,0.0,Chainsmokers,12,60.451977401129945,0
589,3.9523809523809526,feat,20,3.395585738539898,Me,5,0.8488964346349746,Young,4,0.6791171477079796,My,4,0.6791171477079796,Life,4,0.6791171477079796,Contaminated,12,55.34804753820034,0
900,3.84375,me,13,1.4444444444444444,aint,12,1.3333333333333333,no,9,1.0,what,9,1.0,just,9,1.0,Sprayground,11,22.11111111111111,1
539,3.44,feat,15,2.782931354359926,You,9,1.6697588126159555,Like,4,0.7421150278293135,Not Found,0,0.0,Not Found,0,0.0,beabadoobee,11,63.45083487940631,0
